PLZ;ORT;Kanton;Latitude;Longitude
6512;Giubiasco;TI;46.17260187;9.001057646
6513;Monte Carasso;TI;46.20479898;8.974455037
6514;Sementina;TI;46.18977859;8.970100677
6515;Gudo;TI;46.177528;8.945699
6516;Cugnasco;TI;46.19623191;8.913772572
6517;Arbedo-Castione;TI;46.213359;9.042192
6518;Gorduno;TI;46.221771;9.010103
6525;Gnosca;TI;46.238144;9.011152
6526;Prosito;TI;46.284644;8.983345978
6527;Lodrino;TI;46.28821645;8.949461419
6528;Camorino;TI;46.15773954;9.011986918
6532;Castione;TI;46.233591;9.029154837
6533;Lumino;TI;46.23828867;9.068236645
6534;San Vittore;GR;46.243717;9.09766
6535;Roveredo GR;GR;46.209708;9.142513
6537;Grono;GR;46.233134;9.168099
6523;Preonzo;TI;46.249537;8.967253
6524;Moleno;TI;46.266796;8.976909
6582;Pianezzo;TI;46.162378;9.045661
6583;Sant'Antonio;TI;46.17458;9.06352
6584;Carena;TI;46.160707;9.089760198
6549;Laura;GR;46.216894;9.09996744
6540;Castaneda;GR;46.25767;9.129054
6541;Santa Maria in Calanca;GR;46.278826;9.138212
6538;Verdabbio;GR;46.273373;9.19364
6542;Buseno;GR;46.27592307;9.103644417
6543;Arvigo;GR;46.31065173;9.093972396
6544;Braggio;GR;46.296808;9.131869
6545;Selma;GR;46.31975177;9.13029232
6546;Cauco;GR;46.33362782;9.122331519
6547;Augio;GR;46.370948;9.099526999
6548;Rossa;GR;46.38809452;9.126930887
6556;Leggia;GR;46.25024;9.180254
6565;S. Bernardino;GR;46.463069;9.190644
6557;Cama;GR;46.263596;9.202259
6558;Lostallo;GR;46.308569;9.223062
6562;Soazza;GR;46.354593;9.225325
6563;Mesocco;GR;46.44780915;9.201756789
6572;Quartino;TI;46.148466;8.877895158
6573;Magadino;TI;46.14766;8.881327
6574;Vira (Gambarogno);TI;46.12699134;8.860361002
6575;San Nazzaro;TI;46.134734;8.821099455
6576;Gerra (Gambarogno);TI;46.108196;8.739168
6577;Ranzo;TI;46.10893;8.788914
6578;Caviano;TI;46.101998;8.77719
6579;Piazzogna;TI;46.126212;8.833786
6571;Indemini;TI;46.09537797;8.842230706
6592;Sant'Antonino;TI;46.153242;8.974358
6593;Cadenazzo;TI;46.14661769;8.950137653
6594;Contone;TI;46.15027509;8.926074805
6595;Riazzino;TI;46.174235;8.90166
6596;Gordola;TI;46.18836081;8.863872757
6597;Agarone;TI;46.178445;8.906361
6598;Tenero-Contra;TI;46.185608;8.850189263
6599;Robasacco;TI;46.125285;8.910153426
6600;Locarno;TI;46.16973154;8.833300803
6601;Locarno;TI;46.170576;8.800394
6604;Locarno;TI;46.170027;8.77772
6605;Locarno;TI;46.184429;8.77615
6656;Golino;TI;46.178507;8.713393
6618;Arcegno;TI;46.163209;8.742228
6646;Contra;TI;46.178694;8.831582
6647;Mergoscia;TI;46.207097;8.830155
6661;Auressio;TI;46.199243;8.666061
6611;Mosogno;TI;46.193645;8.635282
6662;Russo;TI;46.202445;8.623299
6664;Vergeletto;TI;46.221851;8.60536
6663;Comologno;TI;46.198568;8.588103809
6632;Vogorno;TI;46.224399;8.879602
6631;Corippo;TI;46.235724;8.832395
6633;Lavertezzo;TI;46.267047;8.854139
6634;Brione (Verzasca);TI;46.30073;8.724063
6635;Gerra (Verzasca);TI;46.322392;8.80197
6636;Frasco;TI;46.351427;8.816727
6637;Sonogno;TI;46.356031;8.75941
6612;Ascona;TI;46.15513097;8.765970168
6613;Porto Ronco;TI;46.127194;8.729389618
6614;Brissago;TI;46.12667828;8.685903112
6616;Losone;TI;46.16892196;8.742113645
6622;Ronco sopra Ascona;TI;46.143831;8.727357
6644;Orselina;TI;46.18331403;8.79510504
6645;Brione sopra Minusio;TI;46.192943;8.811396
6648;Minusio;TI;46.1866825;8.81416004
6655;Verdasio;TI;46.169015;8.683046
6657;Palagnedra;TI;46.14306;8.63233
6658;Borgnone;TI;46.167043;8.60851
6659;Camedo;TI;46.155497;8.610644
6652;Tegna;TI;46.189102;8.743845
6653;Verscio;TI;46.19330298;8.728021582
6654;Cavigliano;TI;46.186784;8.708288
1201;Genève;GE;46.20577413;6.14139354
6670;Avegno;TI;46.203541;8.753742
6677;Moghegno-Aurigeno;TI;46.22841;8.669176583
6678;Coglio;TI;46.242997;8.682772639
6674;Riveo;TI;46.276508;8.634482055
6682;Linescio;TI;46.308066;8.576237
6683;Cerentino;TI;46.307507;8.546214
6685;Bosco/Gurin;TI;46.31717;8.481056
1202;Genève;GE;46.20577413;6.14139354
6684;Campo (Vallemaggia);TI;46.276133;8.463182
6690;Cavergno;TI;46.378468;8.535293
6692;Brontallo;TI;46.348263;8.635392291
6693;Broglio;TI;46.387799;8.666940888
6694;Prato-Sornico;TI;46.395691;8.654607
6695;Peccia;TI;46.394298;8.650260329
1203;Genève;GE;46.20577413;6.14139354
6696;Fusio;TI;46.424627;8.647652412
6672;Gordevio;TI;46.23254282;8.766491129
6673;Maggia;TI;46.26914187;8.680928988
6675;Cevio;TI;46.31053;8.598492
6676;Bignasco;TI;46.39504003;8.537269721
6702;Claro;TI;46.26598849;9.036936743
6703;Osogna;TI;46.325724;9.002293
1204;Genève;GE;46.20577413;6.14139354
6705;Cresciano;TI;46.297506;9.02997
6707;Iragna;TI;46.324642;8.940177
6710;Biasca;TI;46.36649114;9.022776276
6721;Ludiano;TI;46.418964;8.957496
6722;Corzoneso;TI;46.446706;8.933978
1205;Genève;GE;46.20577413;6.14139354
6716;Leontica;TI;46.45556;8.933244
6723;Prugiasco;TI;46.47014;8.906931918
6724;Ponto Valentino;TI;46.483467;8.933050878
6719;Aquila;TI;46.50203;8.95
6720;Campo (Blenio);TI;46.559544;8.851343
6713;Malvaglia;TI;46.43497153;9.038768842
1206;Genève;GE;46.208358;6.142701
6714;Semione;TI;46.399447;8.955044
6715;Dongio;TI;46.430843;8.947121229
6717;Dangio-Torre;TI;46.483673;8.976831
6718;Olivone;TI;46.53404756;8.879565646
6742;Pollegio;TI;46.365632;8.941122
6743;Bodio;TI;46.382783;8.910059
6745;Giornico;TI;46.38919557;8.862307399
1207;Genève;GE;46.20577413;6.14139354
6746;Lavorgo;TI;46.45469;8.828423887
6747;Chironico;TI;46.422523;8.815327
6760;Faido;TI;46.47359061;8.801225882
1208;Genève;GE;46.208358;6.142701
6772;Rodi-Fiesso;TI;46.489767;8.737997
6775;Ambrì;TI;46.509753;8.693877
6776;Piotta;TI;46.517071;8.691135131
6777;Quinto;TI;46.517893;8.712247
6780;Airolo;TI;46.54197553;8.599317226
6781;Villa Bedretto;TI;46.481932;8.477347635
6744;Personico;TI;46.357317;8.895436
6748;Anzonico;TI;46.441151;8.868183
6749;Sobrio;TI;46.402556;8.907852
6763;Mairengo;TI;46.501664;8.794939
1209;Genève;GE;46.20577413;6.14139354
6764;Chiggiogna;TI;46.454814;8.827329
6773;Prato (Leventina);TI;46.483926;8.757178
6774;Dalpe;TI;46.464531;8.762601
6802;Rivera;TI;46.12394123;8.904689982
6804;Bironico;TI;46.12616842;8.93313776
6803;Camignolo;TI;46.10414;8.948506
6807;Taverne;TI;46.020943;8.975823507
6808;Torricella-Taverne;TI;46.065172;8.922141
6814;Lamone-Cadempino;TI;46.034111;8.929713
6815;Melide;TI;45.95674921;8.944251534
6816;Bissone;TI;45.95187264;8.970270743
6817;Maroggia;TI;45.9380079;8.97359143
6818;Melano;TI;45.92114499;8.993422551
6822;Arogno;TI;45.95760248;8.992682472
6825;Capolago;TI;45.902062;8.982097
6826;Riva San Vitale;TI;45.91011557;8.963782748
6828;Balerna;TI;45.84304767;9.007881721
6830;Chiasso;TI;45.82882802;9.016543501
6839;Sagno;TI;45.855884;9.044769
6837;Caneggio;TI;45.87538;9.043916
6838;Cabbio;TI;45.89792;9.060281
6832;Pedrinate;TI;45.834282;9.017917422
6833;Vacallo;TI;45.84703441;9.036526592
6834;Morbio Inferiore;TI;45.84970229;9.02157453
1211;Genève 1;GE;46.19635;6.192039
6836;Serfontana;TI;45.844452;9.017
6835;Morbio Superiore;TI;45.863912;9.038387
6809;Medeglia;TI;46.120005;8.95331
6810;Isone;TI;46.132807;9.00657
6805;Mezzovico-Vira;TI;46.077721;8.928608579
6806;Sigirino;TI;46.083772;8.900494
6821;Rovio;TI;45.930667;8.997522
6823;Pugerna;TI;45.97779;8.978722
6850;Mendrisio;TI;45.88620726;8.99292833
6875;Monte;TI;45.880144;9.030069186
6873;Corteglia;TI;45.861849;8.994698
6852;Genestrerio;TI;45.85017408;8.957419927
6853;Ligornetto;TI;45.86310451;8.954616461
6854;S. Pietro;TI;45.859539;8.938084
6855;Stabio;TI;45.84764169;8.932916758
6862;Rancate;TI;45.87553924;8.970468982
6863;Besazio;TI;45.871315;8.952141
6864;Arzo;TI;45.88000067;8.939874189
6865;Tremona;TI;45.87576;8.955359
6866;Meride;TI;45.899469;8.946879
6867;Serpiano;TI;45.912081;8.929667
6872;Salorino;TI;45.872201;8.993752
6874;Castel San Pietro;TI;45.88231481;9.015304924
6877;Coldrerio;TI;45.8540201;8.986111188
6883;Novazzano;TI;45.84279737;8.978511719
6900;Lugano;TI;46.00785538;8.976010841
6901;Lugano;TI;46.002975;8.951305
6902;Lugano 2 Caselle;TI;46.00359;8.953397
6903;Lugano;TI;45.976785;8.946136
6904;Lugano 4 Caselle;TI;46.003251;8.951356
6905;Lugano 5 Autoposta;TI;46.003251;8.951356
6906;Lugano 6 Caselle;TI;46.003251;8.951356
6913;Carabbia;TI;45.969196;8.934643
6915;Pambio-Noranco;TI;45.98831;8.933685
6916;Grancia;TI;45.96838852;8.927552526
6917;Barbengo;TI;45.954571;8.913339
6919;Carabietta;TI;45.965768;8.902271
6921;Vico Morcote;TI;45.9335;8.923728
6928;Manno;TI;46.03071014;8.919418194
6929;Gravesano;TI;46.04201518;8.919057052
6930;Bedano;TI;46.05303106;8.91810598
6939;Arosio;TI;46.05036;8.881892878
6938;Vezio;TI;46.045303;8.881872
6937;Breno;TI;46.034023;8.889946171
6949;Comano;TI;46.04008273;8.956794481
6979;Brè sopra Lugano;TI;46.018902;9.000710291
6827;Brusino Arsizio;TI;45.928746;8.93922
6912;Pazzallo;TI;45.98433;8.942764
6914;Carona;TI;45.956782;8.932432
6918;Figino;TI;45.949794;8.905798
6922;Morcote;TI;45.935297;8.909132191
6924;Sorengo;TI;45.99986201;8.935552609
6925;Gentilino;TI;45.991113;8.932543
6926;Montagnola;TI;45.984702;8.916489387
6927;Agra;TI;45.966581;8.918768664
6932;Breganzona;TI;46.006404;8.924888
6933;Muzzano;TI;45.9978097;8.917234882
6934;Bioggio;TI;46.01699383;8.906031953
6935;Bosco Luganese;TI;46.027437;8.907482
6936;Cademario;TI;46.021932;8.891769
6942;Savosa;TI;46.01916433;8.944732486
6943;Vezia;TI;46.02492706;8.934931812
6948;Porza;TI;46.026709;8.948512
6950;Tesserete;TI;46.066124;8.967334696
6944;Cureglia;TI;46.03735137;8.944439947
6945;Origlio;TI;46.05130933;8.94485606
6946;Ponte Capriasca;TI;46.10564862;9.02137721
6947;Vaglio;TI;46.06066;8.957285
6954;Sala Capriasca;TI;46.066191;8.944915583
6953;Lugaggia;TI;46.082552;8.986174
6951;Insone;TI;46.091215;9.072088
6956;Lopagno;TI;46.068803;8.976898
6957;Roveredo TI;TI;46.075346;8.989563
6958;Bidogno;TI;46.085441;9.003723
6955;Cagiallo;TI;46.066989;8.991499893
6959;Cimadera;TI;46.07497;9.050399
6952;Canobbio;TI;46.03654193;8.96780904
6962;Viganello;TI;46.013421;8.97
6963;Pregassona;TI;46.029786;8.97
6964;Davesco-Soragno;TI;46.031189;8.978992
6965;Cadro;TI;46.04232727;8.994754313
6966;Villa Luganese;TI;46.049876;8.999098
6967;Dino;TI;46.037124;8.982743642
6968;Sonvico;TI;46.064149;9.004251
6974;Aldesago;TI;46.007977;8.978525
6976;Castagnola;TI;45.995616;8.978266799
6977;Ruvigliana;TI;46.004002;8.977858
6978;Gandria;TI;45.991934;8.998536055
6990;Cassina d'Agno;TI;45.991866;8.891471
6991;Neggio;TI;45.988876;8.87179
6992;Vernate;TI;45.99575856;8.880439787
6993;Iseo;TI;46.005285;8.876042
6994;Aranno;TI;46.019117;8.873829
6981;Bedigliora;TI;45.982545;8.856997423
6980;Castelrotto;TI;45.99283;8.838085
6999;Astano;TI;46.015091;8.816413
6986;Miglieglia;TI;46.03125665;8.849462296
6989;Purasca;TI;45.98035;8.84869
6995;Molinazzo;TI;45.988361;8.82915
6996;Ponte Cremenaga;TI;45.990735;8.8085
6997;Sessa;TI;46.003203;8.816283
6998;Termine;TI;45.99934;8.792089
6982;Agno;TI;46.00015581;8.900161713
6983;Magliaso;TI;45.98196925;8.888616627
6984;Pura;TI;45.979745;8.865617
6987;Caslano;TI;45.96987714;8.87952663
6988;Ponte Tresa;TI;45.97160347;8.858365916
7000;Chur;GR;46.85211073;9.530139939
7001;Chur;GR;46.850197;9.531171
7002;Chur;GR;46.85211073;9.530139939
7004;Chur;GR;46.85211073;9.530139939
7006;Chur;GR;46.85211073;9.530139939
7007;Chur;GR;46.85211073;9.530139939
7012;Felsberg;GR;46.85652582;9.462749387
7013;Domat/Ems;GR;46.819805;9.453258
7015;Tamins;GR;46.852027;9.403128
7017;Flims;GR;46.835457;9.272744365
7018;Flims Waldhaus;GR;46.836213;9.2796857
7023;Haldenstein;GR;46.881341;9.508404
7026;Maladers;GR;46.83973;9.568105
7031;Laax;GR;46.840652;9.229446
7032;Laax GR 2;GR;46.805649;9.25709
7050;Arosa;GR;46.76677061;9.667572852
7062;Passugg-Araschgen;GR;46.83018;9.547034
7063;Praden;GR;46.820717;9.58091
7064;Tschiertschen;GR;46.802799;9.605846
7074;Malix;GR;46.808705;9.521031
7075;Churwalden;GR;46.7892297;9.539405841
7076;Parpan;GR;46.769827;9.561777
7077;Valbella;GR;46.331968;8.991001776
7078;Lenzerheide/Lai;GR;46.72458;9.557853
7082;Vaz/Obervaz;GR;46.716761;9.537478
7083;Lantsch/Lenz;GR;46.706516;9.575677
7084;Brienz/Brinzauls;GR;46.680133;9.600881
7014;Trin;GR;46.86241767;9.330299743
7016;Trin Mulin;GR;46.832541;9.33982
7019;Fidaz;GR;46.854327;9.29017436
7027;Lüen;GR;46.839816;9.616764
7028;St. Peter;GR;46.84815074;9.659143903
7056;Molinis;GR;46.813667;9.644662
7029;Peist;GR;46.834484;9.686112
7057;Langwies;GR;46.823496;9.730882
7058;Litzirüti;GR;46.798432;9.702304
7104;Versam;GR;46.7770366;9.344862758
7106;Tenna;GR;46.747814;9.332006
7107;Safien;GR;46.684694;9.295101437
7109;Thalkirch;GR;46.630187;9.287330841
7122;Valendas;GR;46.78028;9.290919
7126;Castrisch;GR;46.771938;9.237851
7130;Ilanz;GR;46.77067127;9.192854651
7154;Ruschein;GR;46.788705;9.188509
7155;Ladir;GR;46.808884;9.192712
7151;Schluein;GR;46.788362;9.222634
7153;Falera;GR;46.814053;9.212173
7152;Sagogn;GR;46.798312;9.266171
7127;Sevgein;GR;46.757694;9.222427
7128;Riein;GR;46.74137;9.242135
7111;Pitasch;GR;46.722098;9.245651
7112;Duvin;GR;46.699322;9.237989
7113;Camuns;GR;46.703806;9.198037
7114;Uors (Lumnezia);GR;46.70046;9.183462
7115;Surcasti;GR;46.697735;9.17758
7116;Tersnaus;GR;46.654368;9.198063
7141;Luven;GR;46.757371;9.191162
7142;Cumbel;GR;46.733888;9.195986
7143;Morissen;GR;46.733453;9.18287
7144;Vella;GR;46.72132608;9.159270849
7145;Degen;GR;46.708475;9.151966
7146;Vattiz;GR;46.706586;9.15899
7147;Vignogn;GR;46.696419;9.144837
7148;Lumbrein;GR;46.66889;9.107238
7149;Vrin;GR;46.640562;9.0733
7137;Flond;GR;46.766669;9.157458
7138;Surcuolm;GR;46.751282;9.153103
7132;Vals;GR;46.57364794;9.130979156
7133;Obersaxen;GR;46.75639;9.11935
7134;Obersaxen Meierhof;GR;46.751329;9.103146
7135;Obersaxen Giraniga;GR;46.746202;9.083925
7136;Obers Friggahüs;GR;46.746077;9.09497
7156;Pigniu;GR;46.788147;9.141594
7157;Siat;GR;46.81427;9.154709
7158;Waltensburg/Vuorz;GR;46.801372;9.09061
7159;Andiast;GR;46.807079;9.099509
7162;Tavanasa;GR;46.745914;9.042105967
7163;Danis;GR;46.749167;9.046789028
7164;Dardin;GR;46.75836;9.049131
7165;Breil/Brigels;GR;46.784258;9.035315
7166;Trun;GR;46.74041831;8.981772608
7168;Schlans;GR;46.760848;9.000496
7167;Zignau;GR;46.729676;8.996107258
7172;Rabius;GR;46.669386;8.943256477
7175;Sumvitg;GR;46.706246;8.943889
7174;S. Benedetg;GR;46.735342;8.94004
7180;Disentis/Mustér;GR;46.70362;8.85141
7182;Cavardiras;GR;46.710114;8.884477
7183;Mompé Medel;GR;46.690221;8.849189
7184;Medel (Lucmagn);GR;46.689735;8.867362663
7185;Platta;GR;46.65;8.85
1212;Grand-Lancy;GE;46.182809;6.1205
7186;Segnas;GR;46.69462;8.82853
7187;Camischolas;GR;46.679624;8.765048
7189;Rueras;GR;46.80912;8.660912903
7188;Sedrun;GR;46.684719;8.784412011
7173;Surrein;GR;46.722805;8.95137
7176;Cumpadials;GR;46.722971;8.923641
7201;Untervaz Bahnhof;GR;46.90913;9.54935
7203;Trimmis;GR;46.89270408;9.595587574
7202;Says;GR;46.896267;9.599888
7204;Untervaz;GR;46.92057946;9.516337339
7205;Zizers;GR;46.93634296;9.571308361
7206;Igis;GR;46.95726497;9.581424735
7208;Malans;GR;46.983827;9.580641
7212;Seewis im Prättigau;GR;46.979916;9.62901632
7213;Valzeina;GR;46.943326;9.610999
7214;Grüsch;GR;46.96612965;9.644500982
7215;Fanas;GR;46.998182;9.683381
7220;Schiers;GR;46.9923214;9.746718105
7228;Schuders;GR;46.977748;9.732200469
7226;Stels;GR;46.965664;9.714889
7222;Mittellunden;GR;46.946086;9.714973
7223;Buchen;GR;46.941365;9.715855
7224;Putz;GR;46.925183;9.744641
7231;Pragg-Jenaz;GR;46.940034;9.708731
7232;Furna;GR;46.924796;9.662786
7233;Jenaz;GR;46.92208;9.704602
7235;Fideris;GR;46.889431;9.739223
7240;Küblis;GR;46.9262819;9.798626706
1213;Petit-Lancy;GE;46.182532;6.103622
7242;Luzein;GR;46.946045;9.75474
7243;Pany;GR;46.935896;9.762456158
7244;Gadenstätt;GR;46.941971;9.796782
7245;Ascharina;GR;46.94621;9.79955466
7246;St. Antönien Ascharina;GR;46.979184;9.845202
7241;Conters im Prättigau;GR;46.886021;9.789309
7247;Saas;GR;46.91473;9.853111
7249;Serneus;GR;46.872671;9.827038295
7250;Klosters;GR;46.866431;9.862788898
7252;Klosters Dorf;GR;46.883239;9.859316474
7260;Davos;GR;46.833739;9.843882073
7265;Davos Wolfgang;GR;46.832733;9.85376
7270;Davos Platz;GR;46.875889;9.821002904
7272;Davos Clavadel;GR;35.346291;109.253471
7276;Davos Frauenkirch;GR;46.768625;9.800568
7277;Davos Glaris;GR;46.741795;9.778487
7278;Davos Monstein;GR;46.713588;9.768866
7302;Landquart;GR;46.949097;9.642497557
7303;Mastrils;GR;46.962152;9.532212
7304;Maienfeld;GR;47.02711178;9.562999885
7306;Fläsch;GR;47.038155;9.533126
7307;Jenins;GR;47.005677;9.570687
7310;Bad Ragaz;SG;46.99681177;9.473752549
7317;Valens;SG;46.947531;9.457065436
7314;Vadura;SG;46.95745;9.484759
7315;Vättis;SG;46.919602;9.42961986
7312;Pfäfers;SG;46.943229;9.413068
7313;St. Margrethenberg;SG;46.980074;9.51014
7320;Sargans;SG;47.05560494;9.449253175
7325;Schwendi;SG;47.006817;9.362531
7326;Weisstannen;SG;46.982151;9.329746921
7323;Wangs;SG;47.033664;9.430173205
7324;Vilters-Wangs;SG;47.011163;9.449856899
1214;Vernier;GE;46.21074079;6.094441174
7402;Bonaduz;GR;46.80520561;9.371363429
7403;Rhäzüns;GR;46.78617301;9.392623135
7404;Feldis/Veulden;GR;46.79458;9.4385
7405;Rothenbrunnen;GR;46.773149;9.421413
7408;Cazis;GR;46.73714966;9.427083602
7411;Sils im Domleschg;GR;46.69076483;9.465336793
1215;Genève;GE;46.20577413;6.14139354
7412;Scharans;GR;46.716821;9.482697
7413;Fürstenaubruck;GR;46.719161;9.449821174
7414;Fürstenau;GR;46.719327;9.44858
7415;Rodels;GR;46.730317;9.445764
7416;Almens;GR;46.740537;9.476471
7417;Paspels;GR;46.750287;9.45053
7407;Trans;GR;46.7645701;9.4604854
7418;Tumegl/Tomils;GR;46.761734;9.443614
7419;Scheid;GR;46.781235;9.462228
7430;Thusis;GR;46.68853157;9.433259837
7425;Masein;GR;46.697204;9.424091
7426;Flerden;GR;46.694272;9.397797
7427;Urmein;GR;46.690182;9.401791
7428;Tschappina;GR;46.678705;9.361634
1216;Cointrin;GE;46.210896;6.118059501
7421;Summaprada;GR;47.227396;8.817036
7422;Tartar;GR;46.71982;9.419231
7423;Sarn;GR;46.711683;9.386326
7424;Präz;GR;46.746451;9.398235
7431;Mutten;GR;46.671192;9.490902
7432;Zillis-Reischen;GR;46.63344;9.450904397
1217;Meyrin;GE;46.23223714;6.078872826
7433;Donat;GR;46.613727;9.357231
7434;Sufers;GR;46.565191;9.368257
7435;Splügen;GR;46.54251271;9.313706248
7436;Medels im Rheinwald;GR;46.523467;9.282510103
7437;Nufenen;GR;46.539976;9.241223
7438;Hinterrhein;GR;46.523105;9.181279
7440;Andeer;GR;46.58586104;9.418197339
7442;Clugin;GR;46.614912;9.412748
7443;Pignia;GR;46.608425;9.45446
7444;Ausserferrera;GR;46.551972;9.458484
7445;Innerferrera;GR;46.514225;9.440155
7446;Campsut-Cröt;GR;46.478093;9.485535
7447;Avers;GR;46.472754;9.513146
7448;Juf;GR;46.455528;9.589558893
7450;Tiefencastel;GR;46.64497322;9.613686952
7458;Mon;GR;46.649644;9.551489
7459;Stierva;GR;46.660854;9.529577
7451;Alvaschein;GR;46.678386;9.549418
7452;Cunter;GR;46.615578;9.604177
7453;Tinizong-Rona;GR;46.583344;9.61660493
7454;Rona;GR;46.548493;9.616236264
7455;Mulegns;GR;46.511212;9.618076
7456;Sur;GR;46.497425;9.64815
7457;Bivio;GR;46.4577696;9.662314683
7460;Savognin;GR;46.58139397;9.602884583
7462;Salouf;GR;46.615279;9.548965
7463;Riom-Parsonz;GR;46.621761;9.582544449
7464;Parsonz;GR;46.609123;9.572276
7472;Surava;GR;46.659212;9.617022
1218;Le Grand-Saconnex;GE;46.23577998;6.118976671
7473;Alvaneu Bad;GR;46.66818;9.645475
7477;Filisur;GR;46.651344;9.684457
7482;Bergün/Bravuogn;GR;46.568916;9.777546553
7484;Latsch;GR;46.633094;9.747930284
7492;Alvaneu;GR;46.686067;9.62627355
7493;Schmitten GR;GR;46.70333;9.673491
1219;Le Lignon;GE;46.191968;6.121878744
7494;Wiesen GR;GR;46.709557;9.705943
7500;St. Moritz;GR;46.49032649;9.817593588
7502;Bever;GR;46.54297548;9.801153066
7503;Samedan;GR;46.4658444;9.858220908
7504;Pontresina;GR;46.44112056;9.958451008
7505;Celerina/Schlarigna;GR;46.505206;9.842515
7512;Champfèr;GR;46.459072;9.795370797
7513;Silvaplana;GR;46.46258294;9.786743063
7514;Sils/Segl Maria;GR;46.428766;9.764172
7515;Sils im Engadin/Segl;GR;46.431325;9.759775
7516;Maloja;GR;46.311052;9.779068974
7517;Plaun da Lej;GR;46.420315;9.72656
7522;La Punt-Chamues-ch;GR;46.55081551;9.931067578
7523;Madulain;GR;46.545509;9.965523
7524;Zuoz;GR;46.56305442;9.981189965
7525;S-chanf;GR;46.62493508;9.99190043
7526;Cinuos-chel;GR;46.64001;10.02166
7527;Brail;GR;46.642895;10.03161368
7530;Zernez;GR;46.67138477;10.12290469
7532;Tschierv;GR;46.640424;10.303426
7533;Fuldera;GR;46.605615;10.354108
7534;Lü;GR;46.629262;10.37716
7535;Valchava;GR;46.61526;10.381365
7536;Sta. Maria V. M.;GR;46.601148;10.423628
7537;Müstair;GR;46.58771594;10.35916753
7542;Susch;GR;46.750451;10.020701
7543;Lavin;GR;46.774763;10.108136
7545;Guarda;GR;46.802669;10.15156
7546;Ardez;GR;46.775559;10.18646
7550;Scuol;GR;46.73460718;10.32764543
7551;Ftan;GR;46.82585176;10.22915034
7552;Vulpera;GR;46.781321;10.27761469
7553;Tarasp;GR;46.754653;10.251348
7554;Sent;GR;46.82514598;10.34181919
7556;Ramosch;GR;46.861274;10.363145
1220;Les Avanchets;GE;46.221174;6.107849
7557;Vnà;GR;46.84259;10.36479
7558;Strada;GR;46.862493;10.435203
7559;Tschlin;GR;46.89173;10.430914
7560;Martina;GR;46.882629;10.46676816
7562;Samnaun-Compatsch;GR;46.959915;10.397504
7563;Samnaun;GR;46.944497;10.361301
7602;Casaccia;GR;46.382038;9.666679286
1222;Vésenaz;GE;46.2314;6.199607186
7603;Vicosoprano;GR;46.348103;9.640319
7604;Borgonovo;GR;46.351341;9.598500593
7605;Stampa;GR;46.354103;9.615624
7606;Promontogno;GR;46.315632;9.576655
7610;Soglio;GR;46.369744;9.535879
7608;Castasegna;GR;46.344886;9.517154
7742;Poschiavo;GR;46.35254742;10.06173146
7743;Brusio;GR;46.255624;10.119972
7747;Viano;GR;46.236462;10.19617728
7744;Campocologno;GR;46.233319;10.12624513
7710;Ospizio Bernina;GR;46.424006;10.0326596
7741;S. Carlo GR;GR;46.35791;10.069044
7745;Li Curt;GR;46.310654;10.063312
7746;Le Prese;GR;46.302017;10.08404231
1223;Cologny;GE;46.21764993;6.185283333
7748;Campascio;GR;46.251686;10.11234461
8000;Zürich;ZH;47.360508;8.475219
8001;Zürich;ZH;47.38282396;8.530806726
8002;Zürich;ZH;47.37706;8.53955
8003;Zürich;ZH;47.37706;8.53955
8004;Zürich;ZH;47.38282396;8.530806726
1224;Chêne-Bougeries;GE;46.19355985;6.181502641
8005;Zürich;ZH;47.38282396;8.530806726
8006;Zürich;ZH;47.37706;8.53955
8008;Zürich;ZH;47.37706;8.53955
8010;Zürich;ZH;47.369091;8.53801
1225;Chêne-Bourg;GE;46.19739082;6.196823934
8020;Zürich 1;ZH;47.347652;8.521137
8016;Zürich 16 Zust;ZH;47.369148;8.540992
8080;Zürich 80;ZH;47.347652;8.521137
1226;Thônex;GE;46.19607055;6.204421635
8021;Zürich 1 Sihlpost;ZH;47.369148;8.540992
8022;Zürich;ZH;47.38282396;8.530806726
8023;Zürich;ZH;47.38282396;8.530806726
1227;Carouge GE;GE;46.180452;6.145072
8024;Zürich;ZH;47.38282396;8.530806726
8026;Zürich;ZH;47.38282396;8.530806726
8027;Zürich;ZH;47.38282396;8.530806726
8030;Zürich;ZH;47.369091;8.53801
8031;Zürich;ZH;47.38282396;8.530806726
8032;Zürich;ZH;47.38282396;8.530806726
8033;Zürich;ZH;47.38282396;8.530806726
8034;Zürich;ZH;47.38282396;8.530806726
8035;Zürich;ZH;47.369091;8.53801
8036;Zürich;ZH;47.38282396;8.530806726
8037;Zürich;ZH;47.39698;8.52301
8038;Zürich;ZH;47.38282396;8.530806726
8039;Zürich;ZH;47.369091;8.53801
8040;Zürich;ZH;47.38282396;8.530806726
8041;Zürich;ZH;47.38282396;8.530806726
8042;Zürich;ZH;47.38282396;8.530806726
8043;Zürich;ZH;47.369091;8.53801
8044;Zürich;ZH;47.38282396;8.530806726
8045;Zürich;ZH;47.38282396;8.530806726
8046;Zürich;ZH;47.38282396;8.530806726
8047;Zürich;ZH;47.38282396;8.530806726
8048;Zürich;ZH;47.38282396;8.530806726
8049;Zürich;ZH;47.38282396;8.530806726
8050;Zürich;ZH;47.38282396;8.530806726
1228;Plan-les-Ouates;GE;46.16394806;6.118843064
